,Unnamed: 0,img_path,sentence,label,anger,disgust,fear,joy,neutral,sadness,surprise,cluster
516,516,00000614.png,Little girl gives flowers. A child with a bouquet of tulips.,joy,0.0161907207220792,0.1767132133245468,0.000991161330603,0.5876440405845642,0.1721231788396835,0.0093924719840288,0.0369452908635139,1
523,523,00001200.png,Aerial view of agricultural tractors cultivating field.,disgust,0.1163200065493583,0.6152581572532654,0.1098744720220565,0.0539832189679145,0.0690514668822288,0.011692083440721,0.023820636793971,1
527,527,00001345.png,Crab on the seashore against the background of the waves on a sunny clear day,joy,0.0091421604156494,0.0126943327486515,0.0051904353313148,0.7434984445571899,0.1912358254194259,0.0293703228235244,0.0088686160743236,1
535,535,00001592.png,CIRCA 2010s - Paratroopers jump from a low flying helicopter into an ocean bay.,fear,0.0189873073250055,0.0082756299525499,0.4833286702632904,0.050221711397171,0.2551366984844208,0.0118780629709362,0.1721718907356262,1
543,543,00001889.png,"Wildlife nature shot of solo white-eyed parakeet; psittacara leucophthalmus, small green plumage parrot perched up high at the tip of tree branch, twisting its neck.",neutral,0.0357995070517063,0.1175219342112541,0.0525754392147064,0.1201892122626304,0.610284686088562,0.0112509587779641,0.0523783452808856,1
550,550,00001911.png,English british bulldog running in the wheat field,neutral,0.1943481415510177,0.1075094565749168,0.055283322930336,0.0251240115612745,0.598412811756134,0.0075514591298997,0.0117707718163728,1
551,551,00001216.png,"Close up Hooked fish trying to escape. Fishing from the pier, catching gobies",neutral,0.0236547011882066,0.0108555173501372,0.1117158606648445,0.0151546569541096,0.7985600233078003,0.0153343081474304,0.024724880233407,1
559,559,00001791.png,"background video of flowers in nature, nature concept, background",neutral,0.0096467249095439,0.0081945611163973,0.0027531501837074,0.0896166488528251,0.7499917149543762,0.0120112420991063,0.1277859061956405,1
560,560,00001586.png,Close up of Lynx on a sunny day in autumn. Walking on leafs.,joy,0.0012129519600421,0.0016057222383096,0.0015329035231843,0.9265868067741394,0.0498070679605007,0.0088165197521448,0.0104380035772919,1
571,571,00001528.png,Big vine snail crawled on green leaves in snow,disgust,0.1263295859098434,0.4943882524967193,0.0123425060883164,0.0058451108634471,0.306278645992279,0.0330133810639381,0.0218025967478752,1
577,577,00001177.png,"Beautiful lost cat spotted on the street alone without a home or owner, preening, grooming and cleaning its fur at the park, ground level close up shot, concept of animal tubal ligation and sterilized",sadness,0.0042095487006008,0.0176711976528167,0.0128888981416821,0.223744586110115,0.208591490983963,0.3920846879482269,0.1408096104860305,1
579,579,00000810.png,"young pines in the snow. winter forest. very small firs. conifers in winter. Among the pine trees, skiers pass along the track",sadness,0.023717189207673,0.0065192859619855,0.0111198965460062,0.0133253298699855,0.0698469281196594,0.8193444013595581,0.0561270080506801,1
580,580,00000606.png,"panoramic view on waterfall in Nigardsbreen glacier, Norway",fear,0.0520520955324173,0.0185172278434038,0.4556838870048523,0.0646431073546409,0.1734461933374405,0.0425336919724941,0.1931237429380417,1
596,596,00001448.png,Tranquil forest with tree in a pond 4k,fear,0.051068115979433,0.0196164399385452,0.369455337524414,0.0211795438081026,0.1694227308034896,0.1447689235210418,0.2244888842105865,1
602,602,00001041.png,"Open fire by farmer at paddy field at Malaysia, Southeast Asia.",anger,0.8724793195724487,0.0087683470919728,0.1107123792171478,0.0007302027079276,0.0033821484539657,0.0020734318532049,0.0018541077151894,1
603,603,00000207.png,traveling in the desert capadocia,neutral,0.0163533482700586,0.0047826985828578,0.0643569380044937,0.0195966847240924,0.7334139347076416,0.0251691341400146,0.1363272964954376,1
611,611,00000209.png,Snapping turtle Chelydra serpentina swims in a aquarium,disgust,0.013253254815936,0.4693471491336822,0.032566949725151,0.0533343702554702,0.3962231278419494,0.0130920782685279,0.0221830792725086,1
614,614,00000344.png,"Slow motion of a Helicopter flying through a clear, blue sky into the clouds.",fear,0.0281369742006063,0.0317327044904232,0.6606228351593018,0.0140172420069575,0.1453200578689575,0.0125510217621922,0.1076192483305931,1
615,615,00000815.png,funny lemur ringtailed,sadness,0.0030860870610922,0.0016634835628792,0.0026602286379784,0.0092339552938938,0.0556208789348602,0.9068647027015686,0.0208706390112638,1
620,620,00001166.png,male lion resting in the wilderness of the kruger park,fear,0.0716098770499229,0.1089119911193847,0.3694413006305694,0.0085346782580018,0.2173469364643097,0.1960153579711914,0.0281398389488458,1
621,621,00001632.png,Slow motion. Gorgeous view of sunset on calm summer evening. Lake shore with green trees and plants reflecting in crystal clean mirror water surface. Sky covered with heavy thunder clouds.,joy,0.0035080921370536,0.0045834658667445,0.0019434221321716,0.7706782221794128,0.1986990123987198,0.0140611305832862,0.006526693701744,1
629,629,00001649.png,"Macro beautiful orange Golden fish and black fish swimming underwater, fish life, slow motion, close-up",neutral,0.0055462294258177,0.0172783397138118,0.0070019997656345,0.0357915833592414,0.8688638210296631,0.008745783008635,0.0567722395062446,1
633,633,00000221.png,time lapse of the Toms Branch falls in the Great Smoky Mountains,surprise,0.0315474718809127,0.0081151453778147,0.1785877794027328,0.0052337609231472,0.3474423587322235,0.0590682588517665,0.3700052499771118,1
634,634,00000433.png,Landscape in Germany from the air,fear,0.0776087641716003,0.0262049697339534,0.8431637287139893,0.0024220480117946,0.0217196568846702,0.0079371491447091,0.0209437850862741,1
637,637,00000848.png,A herd of cattle on a farm.,disgust,0.046543713659048,0.929228127002716,0.0193192772567272,0.0007506610709242,0.0009479273576289,0.0018454917008057,0.0013648292515426,1
640,640,00000767.png,"CIRCA 1955 - In this horror film, a scuba diver is startled by a sea monster and manages to swim to his boat and row away in time.",fear,0.0014005217235535,0.0023015665356069,0.9815911054611206,0.001252781250514,0.0061792912892997,0.0013597805518656,0.0059149204753339,1
650,650,00000137.png,White clouds on blue sky background.Group white clouds spread on air.Cluster soft gray clouds on sky backdrop.,sadness,0.1768044829368591,0.0623469464480876,0.0437745340168476,0.025248534977436,0.2879510223865509,0.2976341247558594,0.1062403842806816,1
656,656,00001489.png,A flower that is in bloom in front of a green field,disgust,0.0794544070959091,0.5842426419258118,0.0319490358233451,0.1049679815769195,0.0965233966708183,0.0352546907961368,0.0676078423857688,1
658,658,00001461.png,Mountain aerial view,neutral,0.0501865074038505,0.0225809570401906,0.0918806493282318,0.0108869774267077,0.6961753964424133,0.0332071930170059,0.0950823053717613,1
660,660,00000134.png,Cat sit on the wall and look in to the camera. Cat posing close up. Great bokeh footage. Green trees background,neutral,0.0063371565192937,0.0163058098405599,0.003413587808609,0.0310366861522197,0.8891189694404602,0.0103054596111178,0.0434823594987392,1
661,661,00000247.png,"Waterfal reveal in Ordesa Monte Perdido National Park, Pyrenees",fear,0.0539066828787326,0.0275412369519472,0.3833467364311218,0.1473884284496307,0.172627568244934,0.0933560952544212,0.1218332350254058,1
663,663,00001691.png,Slow Motion Wide Pan To Right Shot Of Large Groups Of Fish Swimming Underwater In Aquarium,neutral,0.028252325952053,0.0933359339833259,0.2469275146722793,0.0141476914286613,0.483726441860199,0.0276851169764995,0.1059249639511108,1
676,676,00000975.png,Time lapse of a sunrise on a cloudy day,neutral,0.0350567921996116,0.0602634996175766,0.1444243043661117,0.0060586165636777,0.3981361985206604,0.2599765360355377,0.0960840806365013,1
678,678,00001995.png,"Mystical View of the Rain Forest during a sunny vibrant Winter Season. Taken in Brandywine Falls, near Whistler and Squamish, North of Vancouver, BC, Canada.",joy,0.0012554245768114,0.0024329521693289,0.0060536745004355,0.8899306058883667,0.0738615095615387,0.0070812911726534,0.0193844996392726,1
680,680,00001627.png,"Tropical beach in Asia, people in the ocean enjoying them selfs",joy,0.0011317884782329,0.0017731752013787,0.000340803671861,0.969983458518982,0.018510602414608,0.0035835094749927,0.0046766796149313,1
697,697,00000063.png,"Picking red strawberries, fragaria ananassa, at a plantasion",neutral,0.0282193813472986,0.3134699463844299,0.0047183684073388,0.0731472373008728,0.5581138134002686,0.0083897178992629,0.0139415245503187,1
698,698,00001202.png,"Landscape during the harvest. Wheat field caressed by wind, nature background and health concept. Shallow depth of field.",disgust,0.0127323241904377,0.7054414749145508,0.045359905809164,0.0027336124330759,0.1334495693445205,0.0892256721854209,0.0110573936253786,1
699,699,00001042.png,Timelapse Sunset of the volcano. Sunshine over high mountain peak. Timelapse Movie of Beautiful Sunset Scene Mountain . Sunset over volcano with stars in the night sky. 4K,joy,0.0073618497699499,0.0024758512154221,0.0193649120628833,0.3600906729698181,0.3297925293445587,0.0455359295010566,0.2353782653808593,1
709,709,00001397.png,Adult Bald Eagle flying away,neutral,0.0289613921195268,0.0099208317697048,0.0965000763535499,0.0085433889180421,0.7118133902549744,0.033537071198225,0.1107238680124282,1
710,710,00000158.png,Wild Turkey (Meleagris gallopavo) Gobbler approaching to display to the female for the right to breed in the spring.,neutral,0.0309696830809116,0.0365335941314697,0.2317556738853454,0.0102679561823606,0.6612316966056824,0.0100934691727161,0.0191480387002229,1
713,713,00001363.png,"Kenya, Africa - March, 2010: An African lizard sits on a large termite hill in Ghana.",neutral,0.0338715091347694,0.2838469445705414,0.0844132900238037,0.0256268177181482,0.416736751794815,0.0118325371295213,0.1436722874641418,1
715,715,00000365.png,Large Saguaro Cactus With Desert Mountains In Background Tilt Down,neutral,0.101248413324356,0.0482339784502983,0.0243247430771589,0.0084985122084617,0.7032561898231506,0.0696856006979942,0.0447525084018707,1
719,719,00001019.png,Clean blue sea background,neutral,0.010438916273415,0.0422000959515571,0.0027681039646267,0.0715975537896156,0.826373279094696,0.0288071185350418,0.0178150255233049,1
727,727,00000806.png,Close up shot of female Ring Necked Pheasant at Oklahoma,neutral,0.0367670059204101,0.0882558450102806,0.042988758534193,0.016595184803009,0.710812509059906,0.0105580864474177,0.0940226167440414,1
734,734,00000280.png,Coral reef and beautiful fish.  Underwater life in the ocean.,joy,0.0041113863699138,0.1027899980545044,0.0100475549697875,0.7246713638305664,0.111387014389038,0.0375384539365768,0.0094542950391769,1
735,735,00001626.png,Vultures in the Kenyan savanna ,anger,0.6073275208473206,0.3351376056671142,0.041513156145811,0.0008507355232723,0.0102722439914941,0.0036445541772991,0.0012541483156383,1
736,736,00000373.png,Agriculture view of green wheat field and fast clouds. Timelapse ,neutral,0.0873568505048751,0.1643651127815246,0.1193866580724716,0.0709308832883834,0.5201590061187744,0.0147221377119421,0.0230794139206409,1
737,737,00001820.png,Small white dog lies on the doorstep. The dog guards the house,disgust,0.0358897559344768,0.7768944501876831,0.1460014581680297,0.0018357427325099,0.0306856334209442,0.0052347108721733,0.0034581827931106,1
738,738,00000003.png,Maidenhair tree or ginkgo biloba in Autumn Park under sunlight,neutral,0.0397933647036552,0.0428546853363513,0.0193163100630044,0.3314953148365021,0.3330952525138855,0.15643410384655,0.0770108997821807,1
740,740,00001740.png,cat drinking water from stream. cat outdoors in the sun in spring near the stream. the cat drinks water from the river. pet resting in nature. Stray cat drinking water from a stream,sadness,0.0464233979582786,0.0129105150699615,0.0066771241836249,0.2644740343093872,0.2289309203624725,0.3388788402080536,0.1017051190137863,1
745,745,00000761.png,Black rabbit hare on a green background 4K video screen.,neutral,0.0207843743264675,0.1075239479541778,0.006002486217767,0.0194965787231922,0.7867019176483154,0.0118979588150978,0.0475927665829658,1
746,746,00000276.png,the sun was among the thick clouds in the clear blue sky,joy,0.0364249162375927,0.0072949971072375,0.0151363937184214,0.6881484389305115,0.065419889986515,0.1515363603830337,0.0360390171408653,1
749,749,00000356.png,"Panorama of largest glacier in the Alps, the Aletsch Arena Glacier, the largest glacier from Eggishorn summit viewpoint in Canton of Valais, Switzerland, Europe. Summer season, clear blue sky.",surprise,0.0339638441801071,0.0190559402108192,0.1774675697088241,0.307891309261322,0.1163851246237754,0.0316642299294471,0.313571959733963,1
751,751,00000169.png,Meerkat couple,disgust,0.3052058815956116,0.4922261834144592,0.0087413033470511,0.0050363186746835,0.1631014198064804,0.0058316015638411,0.0198573041707277,1
753,753,00000831.png,River water wave with fast yacht boat wake foam of prop wash. Trace tail of speedboat on water surface in river,neutral,0.1242234110832214,0.0928631648421287,0.3141706883907318,0.0063130748458206,0.3739927411079407,0.0444382764399051,0.0439986437559127,1
770,770,00000687.png,A brown butterfly with a beautiful pattern perched on a green leaf. butterfly wings,joy,0.0086263082921504,0.0266967210918664,0.0050594182685017,0.6960799098014832,0.1571406126022339,0.0111348452046513,0.0952621698379516,1
772,772,00001275.png,"Sea waves on the Black Sea coast. Waves splash on the beach with pebbles in the rays of the sun. Sunset on the Black Sea. Panoramic view of the Black Sea. Kiseleva Rock, Russia, Agoi",fear,0.0571517646312713,0.0295165460556745,0.3954021632671356,0.0818258225917816,0.1569111049175262,0.2290458381175995,0.0501467324793338,1
775,775,00001446.png,Couple rowing boat in lake,fear,0.0941439345479011,0.101828433573246,0.6063602566719055,0.0109413713216781,0.0894914045929908,0.0501545593142509,0.0470800064504146,1
776,776,00001498.png,"Ukraine, Kiev, June 10, 2020, a large boat walks on the lake, 4k video from a drone.",fear,0.0461687557399272,0.0809836164116859,0.4623273611068725,0.0188062619417905,0.2273822277784347,0.0198737103492021,0.1444581151008606,1
792,792,00000259.png,Poor Man's Green House with Young Tomato Plants being Grown and Care,sadness,0.0038608096074312,0.0117693487554788,0.0011981145944446,0.0030254751909524,0.0390991233289241,0.9296831488609314,0.0113639533519744,1
798,798,00001635.png,MAINE USA-1971: White Peacock Walking Across Enclosure Looking For Food Or Bugs,neutral,0.0118315983563661,0.0263411700725555,0.0588805042207241,0.0061638867482542,0.7540626525878906,0.1062167882919311,0.036503367125988,1
802,802,00000315.png,"Cinematic aerial drone dolly shot of Green Lake Park with its running walking biking roller skating trail with nearby Wallingford, Woodland Park, Meridian, Phinney Ridge in Seattle, Washington",neutral,0.0141611536964774,0.0045429742895066,0.0263001006096601,0.0977816879749298,0.6399061679840088,0.015847535803914,0.2014604359865188,1
804,804,00001234.png,green plants in the garden with a little wind,neutral,0.0877374559640884,0.0313132181763649,0.008237668313086,0.2483079731464386,0.3643057644367218,0.0685482397675514,0.1915496587753296,1
809,809,00001524.png,Foamy ocean waves roll into shore.,neutral,0.0151647683233022,0.0340831354260444,0.1083803549408912,0.0756923332810401,0.6914872527122498,0.0170738622546196,0.058118287473917,1
813,813,00001917.png,"Aerial top view of fresh paddy rice, green agricultural field in countryside or rural area in Asia. Nature landscape background.",joy,0.0417935885488987,0.1250783950090408,0.0187411569058895,0.5362774133682251,0.2238768190145492,0.0172952655702829,0.0369372889399528,1
821,821,00000189.png,"European Toad Frog Out Of The Hole, Bufo",neutral,0.008444495499134,0.0115150948986411,0.0125360116362571,0.0646129250526428,0.6567463874816895,0.1603251248598098,0.0858199819922447,1
824,824,00001228.png,"Butterflies that fly and suck nectar

",disgust,0.0742750391364097,0.8472587466239929,0.0193564444780349,0.0022136140614748,0.0409623645246028,0.0111444797366857,0.0047893747687339,1
832,832,00000535.png,"two geysers from Sun Kam Pang Hotspring, Chiang Mai, Thailand, under the blue sky",neutral,0.0339998863637447,0.0083913635462522,0.0158507209271192,0.0415352098643779,0.6030879020690918,0.0678177699446678,0.2293171733617782,1
834,834,00000364.png,Close-up macro shot of red ants helping to build a nest by sealing forces pulling from green leaves on a tree. nature background ecological concept,neutral,0.0244199503213167,0.0190148912370204,0.012511228211224,0.0300901941955089,0.8370566368103027,0.0099908523261547,0.0669162422418594,1
839,839,00001370.png,Aerial pull back to show scale of person stood in front of huge waterfall,fear,0.0324558950960636,0.0238824021071195,0.6459679007530212,0.0073316833004355,0.0653838738799095,0.0050883078947663,0.2198899686336517,1
840,840,00001068.png,Winter Forest. Snow Covered Trees In Wood After Blizzard. Winter Holidays in Forest During Snowfall. Frost Weather,sadness,0.0107214720919728,0.0037370470818132,0.0036928700283169,0.0361883491277694,0.2256006747484207,0.6907089948654175,0.0293506495654582,1
843,843,00000358.png,White clouds in a clear blue sky,joy,0.01320406422019,0.0046511469408869,0.0023702508769929,0.7921256422996521,0.1457578837871551,0.0204113442450761,0.0214795786887407,1
846,846,00001171.png,Moving clouds in the sky Time Lapse,neutral,0.0324677005410194,0.0114486282691359,0.0326566323637962,0.0081425551325082,0.8037728071212769,0.0256244465708732,0.0858871936798095,1
870,870,00001336.png,A few raccoons are looking up.,neutral,0.0044489046558737,0.0058390134945511,0.0013524146052077,0.045294526964426,0.8878005146980286,0.0065686996094882,0.048695970326662,1
872,872,00000243.png,Red deer (Cervus elaphus) male stag portrait in mountain moor forest,neutral,0.0424235984683036,0.1513084024190902,0.0396331362426281,0.0089758522808551,0.7190845012664795,0.0195402093231678,0.0190343093127012,1
875,875,00001116.png,"Unidentified surfers at Santa Cruz, Pleasure Point, on the northern Monterey Bay in Santa Cruz County, California, USA, a world renowned surf location",neutral,0.0223079398274421,0.0135456901043653,0.1624913215637207,0.056840144097805,0.4986914694309234,0.0215251613408327,0.224598228931427,1
879,879,00000427.png,"Drone flies over the barren rugged landscape of the Australian Kalbarri National Park.
",fear,0.1844539493322372,0.2248586416244506,0.3554208278656006,0.0025790277868509,0.1415186077356338,0.0589535646140575,0.0322154723107814,1
880,880,00000995.png,"Orange-breasted Trogon, Harpactes oreskios, 4K Footage; a male individual looking to the left intensely opening her mouth to call and its left eye looks around, Kaeng Krachan National Park, Thailand.",neutral,0.0143086146563291,0.1563363969326019,0.0127726895734667,0.0143917435780167,0.7333396077156067,0.0119107645004987,0.0569402389228343,1
881,881,00001716.png,"CIRCA 1923 - In this animated film, Felix the Cat learns about a mayor's plan to exterminate cats.",disgust,0.208890214562416,0.4647545218467712,0.0070363604463636,0.0300333220511674,0.2665099203586578,0.0165913738310337,0.0061842994764447,1
884,884,00001595.png,"Aerial view, looking down while flying above a tropical island. With a forest and a village on it. The Seychelles.",fear,0.0327738225460052,0.0527483783662319,0.4518764019012451,0.0253278389573097,0.2289451211690902,0.0171777158975601,0.191150814294815,1
885,885,00000562.png,The man comes to his pregnant wife. He puts his hands at her belly. The conception of pregnancy and happy marriage,joy,0.0112392678856849,0.2362498641014099,0.0045168590731918,0.6295282244682312,0.0811433792114257,0.0290169734507799,0.0083053829148411,1
893,893,00001841.png,"Daisies, Bellis perennis, Normandy, Real Time 4K",neutral,0.0044354726560413,0.0026031774468719,0.0023961812257766,0.0120186191052198,0.9403051733970642,0.0083154533058404,0.0299258958548307,1
898,898,00001034.png,Beautiful green forest with sunlight,joy,0.0034793624654412,0.0032539542298763,0.0015457748668268,0.9588302373886108,0.0206417553126811,0.0057748258113861,0.0064741098321974,1
899,899,00000812.png,table coral acropora,neutral,0.0129779670387506,0.019737210124731,0.0083109689876437,0.0269537381827831,0.8313105702400208,0.0708676353096962,0.0298418663442134,1
902,902,00001313.png,"Cartoon water surface with caustic, sun light",disgust,0.0042242468334734,0.9711049199104308,0.0024079687427729,0.0017690666718408,0.0139245511963963,0.0050043542869389,0.0015647583641111,1
910,910,00000195.png,European pond turtle (Emys orbicularis) hunting fish,neutral,0.1201767921447753,0.1305506378412246,0.3144313395023346,0.0135047920048236,0.3851479887962341,0.0153024895116686,0.0208859480917453,1
913,913,00001664.png,autumn auto road in the middle of the fields of Russia,fear,0.0539478175342083,0.0134958699345588,0.5817611217498779,0.0063153784722089,0.0840600207448005,0.0163786523044109,0.2440411448478698,1
916,916,00001805.png,Two kinds of birds getting some seeds from the bird feeder in Estonia,disgust,0.0336190201342105,0.5691073536872864,0.0100375600159168,0.0190433412790298,0.3361910581588745,0.0087229842320084,0.0232787225395441,1
923,923,00001925.png,White foam floating in clan green water ocean and brown sandy coast,disgust,0.0255855415016412,0.9059628248214722,0.0063707735389471,0.0028205655980855,0.0405058562755584,0.0154710197821259,0.0032833679579198,1
924,924,00001151.png,Castle close-up at sunrise. Water reflections,neutral,0.0349671766161918,0.0266207139939069,0.2120296061038971,0.0131107475608587,0.6140817999839783,0.0362351946532726,0.0629547461867332,1
933,933,00001272.png,"2 boats fishing on the Delaware River under the bridges between Easton, PA and Phillipsburg, NJ.",fear,0.0302966274321079,0.0996368676424026,0.5848332643508911,0.0106124868616461,0.1971562057733535,0.0380872599780559,0.0393772423267364,1
940,940,00000330.png,"4k Hyperlapse Dramatic Sky With Clouds Above Countryside Rural Field. Colorful Cloudy Sky Fluffy Clouds Above Grassland. Sky On Horizon Above Rural Landscape Meadow. Time Lapse, Time-lapse, Timelapse.",neutral,0.0134175652638077,0.0034916358999907,0.0390386693179607,0.2549251616001129,0.4090842604637146,0.0394927747547626,0.2405499517917633,1
942,942,00001694.png,"Slow motion shot of palm leaves in the wind, Maledives",neutral,0.1734582185745239,0.054179485887289,0.1513198614120483,0.0143739581108093,0.4492105543613434,0.0177845600992441,0.1396733671426773,1
948,948,00001315.png,Time lapse of mountain landscape with fog,fear,0.0265753176063299,0.0212215613573789,0.6860477924346924,0.004671033937484,0.1538519859313964,0.0323867499828338,0.0752454996109008,1
949,949,00000932.png,Mountain  slope. Winter vacation. Beautiful winter sunny day. Clear and blue sky.,joy,0.0013320543803274,0.000490776496008,0.0009449567878618,0.9082090854644777,0.0337944366037845,0.0153139764443039,0.0399148091673851,1
952,952,00001700.png,Colony aphids on on a sheet of spear thistle. Super macro 2:1. 4K / 60fps,neutral,0.0232879240065813,0.0801144987344741,0.0061424616724252,0.0193325038999319,0.8366261720657349,0.0116721522063016,0.0228243339806795,1
953,953,00001534.png,"1970s:Cartoon mother bird feeds baby bird in nest. Rabbit hides behind flower bush. Rabbit peeks head out of bush, baby bird hops in nest. Rabbit eats leaves.",disgust,0.0219108611345291,0.9193629622459412,0.014479667879641,0.0025678575038909,0.0286343339830636,0.0090522607788443,0.003992058802396,1
954,954,00000168.png,"Jumog waterfall is one of the waterfalls in Surakarta, Indonesia",neutral,0.0145261827856302,0.0133968815207481,0.1029223874211311,0.0215033516287803,0.4288989305496216,0.0442348159849643,0.3745174407958984,1
956,956,00001773.png,"Adult burrowing own on tree dives in air to fly in slow motion, suicidal jump",fear,0.0393737107515335,0.0399431549012661,0.7331371307373047,0.003338671522215,0.1309341788291931,0.0410557948052883,0.0122174192219972,1
960,960,00001059.png,View of natural fishing pond in the UK.,disgust,0.0428412482142448,0.3711467683315277,0.2181954085826873,0.0862166434526443,0.1940076649188995,0.034748375415802,0.0528438873589038,1
962,962,00001306.png,Red canoe on the beautiful tropical beach with palm trees,joy,0.0027799382805824,0.00274467933923,0.0022749262861907,0.9416350722312928,0.0357637703418731,0.0044001080095767,0.0104013280943036,1
969,969,00000516.png,Grass swaying with the wind on a windy  day late summer,fear,0.0453001633286476,0.0173030756413936,0.3767509162425995,0.0295660588890314,0.1286714524030685,0.2659602165222168,0.1364481747150421,1
972,972,00000239.png,Mountain Ridges 19 Timelapse Sunset Magical Hours,neutral,0.0049272626638412,0.0014904167037457,0.0073984256014227,0.2792706787586212,0.4704279899597168,0.0311089176684618,0.2053762674331665,1
978,978,00000701.png,"Dinosaurus by Night with Full Moon in Prehistoric Landscape, Vision of Ancient World Concept",fear,0.0219619665294885,0.0178310181945562,0.5242295265197754,0.012124877423048,0.3584633469581604,0.0216525550931692,0.043736670166254,1
979,979,00000935.png,Happy dogs playing with camera,joy,0.0031340457499027,0.000946759013459,0.0004027073446195,0.9308063387870787,0.0222156681120395,0.0027553192339837,0.0397392325103282,1
980,980,00000129.png,Gray wolf (Canis lupus) in winter forest,neutral,0.0326156057417392,0.0702900364995002,0.1333887577056884,0.0036688176915049,0.646909236907959,0.1033171564340591,0.0098104309290647,1
991,991,00001157.png,"The Pacific Ocean at the Santa Cruz Breakwater (aka Walton) Lighthouse at sunset, in Santa Cruz, California, USA, circa April 2017",neutral,0.0367877520620822,0.0133515447378158,0.0556113943457603,0.0272210873663425,0.6591098308563232,0.0954205468297004,0.1124978587031364,1
995,995,00001965.png,"Drone aerial view of cold winter landscape arctic field, trees covered with frost snow, ice river and sun rays over horizon. Extreme low temperature weather.",anger,0.3192700147628784,0.1270311325788498,0.1809676587581634,0.0053441971540451,0.2025182843208313,0.1434971243143081,0.0213716123253107,1
1001,1001,00001506.png,Shimmering ocean on windy day as waves ripple across surface,fear,0.0289581287652254,0.0447015203535556,0.669162929058075,0.011638986878097,0.0769533663988113,0.1240055114030838,0.044579591602087,1
1002,1002,00000689.png,"Time lapse clip of clouds passing over fields, ending with a colorful sunset. Motorized camera, high dynamic range imaging (HDRi)",joy,0.004141638521105,0.0049437610432505,0.0013684062287211,0.5713406801223755,0.3843950033187866,0.0070822490379214,0.0267282426357269,1
1006,1006,00001749.png,Seagulls Eat Fish on Ice Spring Lake,neutral,0.0107107507064938,0.0132867442443966,0.0029375988524407,0.1794361621141433,0.7600022554397583,0.0117894858121871,0.0218369904905557,1
1007,1007,00001104.png,People traveling by the use of sled pulled by dogs,fear,0.0364616401493549,0.1846268326044082,0.6257254481315613,0.0082515878602862,0.0799480155110359,0.0212026350200176,0.0437838435173034,1
1008,1008,00000345.png,Vineyard in the mountains. Wine making industry. Slow motion,neutral,0.016118673607707,0.0281635168939828,0.0273051839321851,0.0076221995986998,0.776334822177887,0.0183801725506782,0.1260754317045211,1
1009,1009,00001567.png,"Hairy crab (Pilumnus hirtellus), medium shot. Black Sea. ",neutral,0.0128447674214839,0.2074401527643203,0.0111132469028234,0.0175620578229427,0.7410100102424622,0.0067475768737494,0.0032821553759276,1
1011,1011,00000930.png,Vertical video. Spring swamp. Taken with the use of a slider. Time Lapse,neutral,0.0150669505819678,0.0359178334474563,0.0106249367818236,0.0054752347059547,0.8804014921188354,0.0101489294320344,0.0423646681010723,1
1013,1013,00001087.png,pink sunset in Platamona beach,sadness,0.0065461643971502,0.0051422268152236,0.0052064103074371,0.0619209595024585,0.1165425330400466,0.6622431874275208,0.1423984766006469,1
1021,1021,00000297.png,"A Red-spotted Toad (Bufo punctatus) stares into the camera while breathing rapidly at night in Arizona, USA.",fear,0.0207491386681795,0.0257973093539476,0.5809959769248962,0.0025567477568984,0.3234582543373108,0.0125724012032151,0.0338702239096164,1
1027,1027,00000823.png,"Fisherman catches a fish at sunset in the summer in a boat. HD, 1920x1080, slow motion",neutral,0.0103421779349446,0.0152335157617926,0.0112121673300862,0.0059008593671023,0.9049033522605896,0.0106448549777269,0.0417629890143871,1
1032,1032,00001146.png,Rain drops into tree leaf ,fear,0.2654737532138824,0.2283250093460083,0.3041349947452545,0.006685939617455,0.1084711626172065,0.0798894315958023,0.0070197382010519,1
1033,1033,00001256.png,"Aerial drone footage of beach from aerial top view. Tourists relaxing, umbrellas and deck chairs on the beach.",joy,0.0045141065493226,0.0385389290750026,0.0035319232847541,0.7796657681465149,0.1574264168739318,0.0084639620035886,0.0078587895259261,1
1035,1035,00001987.png,Book on beach,neutral,0.0048914235085248,0.0066219917498528,0.0238596908748149,0.0307449270039796,0.882454514503479,0.0135624315589666,0.0378650389611721,1
1042,1042,00000445.png,Winter surfer on a river,fear,0.0179991535842418,0.0138547038659453,0.5357598662376404,0.2826496958732605,0.0754320919513702,0.0427208356559276,0.0315836444497108,1
1045,1045,00000494.png,green landscape with donkey thorns,sadness,0.2214075177907943,0.1656983643770218,0.0335775651037693,0.0095895370468497,0.1955431848764419,0.2833721339702606,0.0908116623759269,1
1047,1047,00000604.png,gardeners hand transplanting succulent in pot on table. Concept of home garden,neutral,0.0318087711930274,0.2627611756324768,0.0037209317088127,0.0910424441099166,0.5840879678726196,0.0078373625874519,0.0187413841485977,1
1048,1048,00000667.png,White spirea in the garden,neutral,0.0918942838907241,0.2522207200527191,0.0364104844629764,0.0579254142940044,0.3919671773910522,0.1069232150912284,0.0626587197184562,1
1051,1051,00000833.png,"Fairy Stream (Suoi Tien), the travel place in Dalat, Vietnam, tilt-up camera tracking shot, High quality in HD",joy,0.0033447796013206,0.0021485507022589,0.0015780156245455,0.675757884979248,0.1954299211502075,0.0073357601650059,0.1144051775336265,1
